Date,Apple_Price,Apple_Transaction_Quantity,Mandarin_Price,Mandarin_Transaction_Quantity,Japanese_Pear_Price,Japanese_Pear_Transaction_Quantity,Hirosaki_Average_Temperature,Hirosaki_Precipitation,Hirosaki_Sunshine_Duration,Hirosaki_Maximum_Snow_Depth,Hirosaki_Snowfall,Hirosaki_Maximum_Wind_Speed,Tokyo_Average_Temperature,Tokyo_Precipitation,Tokyo_Sunshine_Duration,Tokyo_Maximum_Wind_Speed
2012/6/24,,,,,,,16.4,0,0.9,0,0,3.6,22.6,0,3.9,6.5
2012/6/25,469,111408,891,52591,998,2063,17.6,0,13.9,0,0,3.8,18.4,0,0.4,5.3
2012/6/26,463,69361,942,15011,1044,1665,19,0,14.1,0,0,3.8,19.5,0,12.9,5.1
2012/6/27,,,,,,,20.2,0,14.2,0,0,4.5,20.6,0,11.2,5.4
2012/6/28,464,86410,909,55359,1022,2203,21.8,0,14.2,0,0,4.1,22.5,0,3.2,4.9
2012/6/29,478,58305,934,28762,987,4782,21.5,0,14.1,0,0,4.5,23.4,0,5.6,4.9
2012/6/30,479,112075,919,48706,976,2709,20.8,0,11.5,0,0,3.4,23.3,0,8,4.9
2012/7/1,,,,,,,21.5,0,3.8,0,0,4.5,21.9,7.5,0.6,3.4
2012/7/2,478,99418,915,51092,962,6939,20.1,0,3.2,0,0,4,22.8,8,3.9,4.5
2012/7/3,467,97175,880,21877,886,4534,21.2,0,6.4,0,0,4.6,23.5,9,1.3,5.4
2012/7/4,485,57920,890,29664,872,3685,22.3,0,11.7,0,0,5.2,24.8,3,9.9,6.1
2012/7/5,470,68736,935,49534,859,11279,22.5,34,5.5,0,0,4.8,26.7,0,1.6,4.2
2012/7/6,447,85575,952,38703,817,3892,21.7,0,2.7,0,0,4.3,25.3,8,0.3,4.6
2012/7/7,491,44128,943,28612,843,9961,20.8,0,4.1,0,0,4.2,23,23,0,5.4
2012/7/8,,,,,,,21.5,0,8.2,0,0,4,22.6,6,4.3,4.4
2012/7/9,474,93270,890,60710,820,8115,20.8,0,0,0,0,3.5,24.9,0,12.1,6.3
2012/7/10,490,63960,955,44267,849,15031,20.8,0,9.6,0,0,4.9,26.5,0,11.7,6.2
2012/7/11,,,,,,,21.1,0,7.3,0,0,3.9,27,0,11.9,9.2
2012/7/12,488,113166,905,61428,864,14316,22.9,7,2,0,0,6.2,26.7,2,0,9.9
2012/7/13,497,87190,890,47356,866,6284,22.5,0,9.4,0,0,6.6,27.4,11.5,3,7.1
2012/7/14,491,92975,919,34896,832,16815,18.8,0,4.7,0,0,4.7,28.6,41,5.5,7.5
2012/7/15,,,,,,,18.5,24,0,0,0,2.5,29.1,0,7.8,10.1
2012/7/16,,,,,,,19.8,115.5,0,0,0,2.3,29.5,0,9.4,9.5
2012/7/17,504,106353,891,64720,764,22252,21.7,2.5,9.5,0,0,5,29.9,0,10.1,6
2012/7/18,512,47750,893,25216,730,15026,22,0,13.7,0,0,5.3,28.5,0,7.7,5.7
2012/7/19,492,56200,876,52836,676,21746,20.7,0,10.4,0,0,4.3,28.2,0,8.1,8.3
2012/7/20,507,58260,905,32551,610,36016,18.6,0,13.8,0,0,5.6,20.5,7,0,4.6
2012/7/21,510,57326,916,31344,527,36550,18.5,0,13.6,0,0,5.2,19.6,4,0,3.8
2012/7/22,,,,,,,19.1,0,12.8,0,0,3.5,20.8,0,0,3.3
2012/7/23,507,88976,850,51892,513,45812,21.3,0,2.1,0,0,3.3,25.1,0,3.6,4.4
2012/7/24,519,49430,888,9233,497,73652,22.3,1,0.2,0,0,1.8,27.8,0,1.5,3.8
2012/7/25,,,,,,,23.9,7,0.3,0,0,3.2,29.5,0,6.8,4.6
2012/7/26,538,83262,908,56247,460,151075,25.3,0,10.2,0,0,4.1,30.8,0,8.9,5.3
2012/7/27,519,41680,894,25953,445,111758,27.1,0,6.2,0,0,4.8,30,0,9.3,5.5
2012/7/28,530,51867,886,29317,444,164962,27.2,0,11.1,0,0,5.5,30.1,0,9.5,7.3
2012/7/29,,,,,,,27,0,6.7,0,0,4.5,29.5,0,9.8,7
2012/7/30,518,86940,885,58543,428,156474,27.8,0,12.9,0,0,4.1,29.6,0,12.2,7.6
2012/7/31,514,64320,890,8550,426,145873,29.1,0,11.5,0,0,4.8,29,0,10.5,6.8
2012/8/1,511,63523,905,16735,418,113072,27.2,0,10.3,0,0,4.9,29.4,0,5.9,5.9
2012/8/2,544,45060,948,53657,436,153420,25,0,4,0,0,4.9,30.2,0,9.6,5.1
2012/8/3,522,67948,882,36104,423,134240,23.9,0,4.7,0,0,4.2,29.8,0,8.1,6.6
2012/8/4,559,56240,931,59593,428,168436,23.3,0,9.1,0,0,3.7,28.6,0,2.6,5.6
2012/8/5,,,,,,,26.1,0,10.1,0,0,4.6,29.8,0,10.3,6.8
2012/8/6,538,99370,891,107574,421,292632,24,10.5,4.4,0,0,4.6,27.4,15.5,1.6,4.3
2012/8/7,569,57330,888,38119,416,160362,21.4,0,1.1,0,0,4.5,28.7,0,7.6,6.4
2012/8/8,539,69172,908,32078,430,218066,21.7,0,7.3,0,0,3.4,25.8,0,6.6,5
2012/8/9,553,66710,891,79674,423,237691,21.9,0.5,5,0,0,4.6,25.9,0,7.9,5.4
2012/8/10,581,90580,869,52994,422,285135,22.5,1,4.2,0,0,4.2,27.1,0,5.9,7.7
2012/8/11,523,77510,854,49251,405,334205,24.3,0,8.1,0,0,3.7,28.8,0,2.2,6.6
2012/8/12,,,,,,,24.7,0,7.4,0,0,3.9,27.6,0.5,4.2,6
2012/8/13,531,79430,748,27021,375,489724,23.4,26,0.7,0,0,4.6,29.8,0,9.4,10.2
2012/8/14,,,,,,,23.1,0,9.8,0,0,4.7,28.6,1,2.2,7.6
2012/8/15,,,,,,,24,1,8,0,0,3.8,29.1,0,3.1,7.5
2012/8/16,,,,,,,25.5,7,0.3,0,0,5.6,30.1,0,7,6.1
2012/8/17,595,33380,810,13954,336,413160,23.4,0,3.1,0,0,3.9,30.5,0,8.3,7
2012/8/18,496,22180,872,7155,347,251097,24.3,0,11.8,0,0,4.8,28,8,2.3,7
2012/8/19,,,,,,,26.9,0,11.8,0,0,4.6,29,0,11.5,6.6
2012/8/20,518,25715,844,39574,342,286101,27.7,0,10.7,0,0,3.6,29.1,0,9.4,5.6
2012/8/21,564,20490,724,7005,339,144580,27,0,10.8,0,0,4.3,29.7,0,11.8,6.7
2012/8/22,,,,,,,28.1,0,10,0,0,3.1,29.6,0,11,8
2012/8/23,519,11350,735,58072,334,277016,25.8,2,6.2,0,0,4.5,30.1,0,11.7,6
2012/8/24,528,21113,770,15793,345,201609,25.4,14.5,6.3,0,0,4.8,30,0,10.6,5.9
2012/8/25,,,685,30657,332,228949,26.4,0,7.2,0,0,3.1,29.9,0,9.3,5.7
2012/8/26,,,,,,,26.7,0,6.6,0,0,4.3,30.1,0,10.2,6
2012/8/27,,,797,43095,328,337946,26.6,0,10.6,0,0,4.1,30,0,10.9,6.5
2012/8/28,,,733,6076,334,216245,26.2,0,11.1,0,0,3.6,29.6,0,9.6,6.5
2012/8/29,,,562,19040,331,206163,27.4,0,5.4,0,0,3.7,29.1,0,7.4,6.7
2012/8/30,,,805,42777,341,238786,27.5,0,11.7,0,0,5.5,30.2,0,9.9,5.9
2012/8/31,,,565,35001,335,244633,26.8,0,8.9,0,0,3.5,29.6,0,7.9,6.8
2012/9/1,,,755,27948,335,293780,28.3,0,11.1,0,0,4.6,27.9,22.5,4.3,9.8
2012/9/2,,,,,,,26.4,0,9.8,0,0,4.5,25.8,17.5,2.3,4.5
2012/9/3,369,29093,760,38902,333,396924,26.2,0,8.4,0,0,3.7,26.9,0.5,2.8,5.8
2012/9/4,363,31470,612,9982,342,232112,24.8,15.5,7.3,0,0,3.4,27.3,4.5,4.6,5.5
2012/9/5,410,56496,502,30636,332,270971,24.5,7,5.6,0,0,3.8,28.6,0,8.1,5.2
2012/9/6,379,46210,630,47833,334,277971,23,0.5,2.1,0,0,4.3,27.3,2,3.5,8.5
2012/9/7,353,51980,490,50901,335,280429,22.9,0,10.2,0,0,4.3,27.6,0,6.4,5.5
2012/9/8,341,49040,592,53330,337,317439,23.7,0,10.8,0,0,3.6,28.1,0,6,5.7
2012/9/9,,,,,,,22.9,20.5,0.1,0,0,4.6,28.8,0,10.2,6.5
2012/9/10,329,52416,388,139626,330,475600,23.4,19,0,0,0,3.4,28.9,0,9.7,5.7
2012/9/11,307,64152,273,93869,330,278237,22.8,20.5,1.2,0,0,3.4,28.7,0,9.9,6.6
2012/9/12,,,,,,,22.8,0,7.3,0,0,3.7,28.1,0,9.4,4.9
2012/9/13,317,72836,321,217858,332,434159,23,0,9.8,0,0,4.1,28.8,0,11.4,6.1
2012/9/14,306,87669,296,126540,340,311452,24,0,12,0,0,3.5,28.8,0,9.2,7
2012/9/15,310,77756,317,160073,334,318097,25.5,0,8.7,0,0,4.4,28.3,0,8.5,6
2012/9/16,,,,,,,25.8,0,11.5,0,0,4.1,28.3,3.5,4.6,5
2012/9/17,,,,,,,26.1,0,11.5,0,0,3,27.9,8.5,4.8,8.9
2012/9/18,324,145480,244,309588,336,687653,27.1,0,11.3,0,0,3.8,28,5.5,4.6,8.7
2012/9/19,298,128050,267,149000,333,356315,25.5,0,5.5,0,0,5.1,26.7,36,0.4,7.7
2012/9/20,282,130212,263,309507,329,381075,22.4,0,4.6,0,0,3.9,27.6,0,9.5,5.6
2012/9/21,270,144253,245,201224,327,390952,18.9,0,0.1,0,0,2.3,24.7,16,2,5.1
2012/9/22,,,,,,,19.4,0,9.7,0,0,3.5,22.3,10.5,1.3,5
2012/9/23,,,,,,,18.7,1.5,1.7,0,0,4,20.3,45.5,0,5.4
2012/9/24,277,256528,227,394320,297,676834,17.9,11.5,2,0,0,4.2,23.2,21.5,7.5,6.3
2012/9/25,272,144340,189,339080,293,285432,16.3,12,4.9,0,0,6.1,20.4,7.5,0,4.5
2012/9/26,,,,,,,17.6,0,9.4,0,0,3.6,21.8,0,7,5
2012/9/27,275,205334,221,366160,258,532062,18.1,0,10.2,0,0,5.1,21.2,0,4.1,7.4
2012/9/28,245,165067,183,330796,245,448413,18.3,0,2.3,0,0,5.3,22.3,0,0.1,6.9
2012/9/29,263,197974,136,395186,235,433579,20.9,0,0.7,0,0,2.9,24.9,0,6,5
2012/9/30,,,,,,,20,10.5,0,0,0,2.5,25.7,13,6.2,14.1
2012/10/1,262,183835,210,464108,202,613697,20,22.5,7.4,0,0,5.3,26.9,0,11.1,12.4
2012/10/2,240,155420,195,327166,199,403104,18.6,0,6,0,0,2.8,23.7,0,1.7,5.1
2012/10/3,250,116719,140,375995,194,379204,17.6,0,2.6,0,0,4.4,20.7,13,0,4.6
2012/10/4,243,114214,168,295951,201,278887,16.4,0,0.1,0,0,5.7,22.5,30,6.1,6.2
2012/10/5,258,154063,185,462798,194,335638,16.4,7.5,4.3,0,0,4.4,23.8,0,7.4,5.9
2012/10/6,248,135358,179,489606,202,331970,16.4,1,0,0,0,2.2,24,8,4.2,4.3
2012/10/7,,,,,,,15.2,0,6,0,0,4.4,19.1,13.5,2.1,6
2012/10/8,,,,,,,13.3,0,11,0,0,3.2,19.8,0,6,5.3
2012/10/9,259,253512,166,850975,194,331880,13.7,0,10.6,0,0,3.2,19.1,0,2.5,5.1
2012/10/10,250,151090,169,517688,210,154240,14.9,0,6.1,0,0,4.3,19.2,0.5,4,5.9
2012/10/11,229,163930,170,492119,215,197282,14.3,4.5,2.9,0,0,2.9,20.8,0,4.8,4.8
2012/10/12,238,121510,149,711652,230,150503,12.6,2,3.8,0,0,5.1,20.9,0,6.1,5.9
2012/10/13,252,144082,133,789575,232,170711,13.7,8,3,0,0,4.9,20.7,0,9.4,6.3
2012/10/14,,,,,,,14.6,0.5,8.9,0,0,4.1,17.9,0,0.2,4.3
2012/10/15,253,208421,153,720023,218,116770,13.6,2,9.1,0,0,4.6,21,0,6.8,5
2012/10/16,254,132393,143,694427,237,195790,13,0,9.2,0,0,5.5,19.1,0,9.6,4.5
2012/10/17,219,134783,149,512322,236,134813,14.4,11.5,3.4,0,0,5.3,17.7,19.5,2.8,5.6
2012/10/18,231,166477,150,641981,228,168217,12.6,0.5,5.2,0,0,5,17.8,21.5,0,6.1
2012/10/19,244,140574,155,680017,248,151760,10.9,1,4.4,0,0,5.1,16.3,13.5,8.2,5.1
2012/10/20,216,116303,116,1609634,239,171567,12.4,4,9.2,0,0,4.8,18.1,0,7.2,5.9
2012/10/21,,,,,,,11.3,3,8.2,0,0,5.8,19.1,0,9.9,4.1
2012/10/22,234,218638,148,965347,285,114235,11,0,8,0,0,3.8,19.8,0,5.5,6.8
2012/10/23,226,159764,159,714169,243,133843,13.8,8,0,0,0,5.8,20.5,6,1.2,9.7
2012/10/24,,,,,,,8.5,2.5,4.5,0,0,5.1,17.2,0,9.7,8.2
2012/10/25,223,233771,167,827375,249,178100,9.5,1,4.7,0,0,3.5,16.6,0,0.8,4.2
2012/10/26,233,184723,180,857999,271,122205,10.3,0,8.3,0,0,4,18.3,0,9,4.5
2012/10/27,214,146231,174,502349,262,116975,10.7,0,10,0,0,3.1,18,0,5.1,5.6
2012/10/28,,,,,,,12,0,,0,0,3.9,15.4,20.5,0.5,4.3
2012/10/29,237,164490,165,859620,251,113455,10.8,0,1,0,0,3.4,17.7,8.5,9.2,8.3
2012/10/30,228,133345,178,608326,265,128635,9.5,1.5,1.3,0,0,4,15.5,0,1.5,4
2012/10/31,225,161515,177,371757,272,91820,8.4,0,6.5,0,0,4.6,14.9,0,4,3.6
2012/11/1,222,134286,201,409452,266,82660,7.7,8.5,0.3,0,0,4.4,15.3,0,9.4,7.1
2012/11/2,222,166650,194,600392,257,95730,7.7,7.5,2.3,0,0,7.1,14.9,0,9,7.3
2012/11/3,,,,,,,8,0,0.1,0,0,5,14,0,4.2,5.2
2012/11/4,,,,,,,8.9,5,0,0,0,3.4,14.9,0,9.6,5.5
2012/11/5,231,244193,223,856690,256,92645,8.5,0,6,0,0,2.2,13.5,0,0.1,3.7
2012/11/6,229,126915,231,455794,263,68625,9.6,26,0,0,0,2.4,14,41,0,4.2
2012/11/7,235,100120,220,413140,255,52855,11.2,7.5,0.3,0,0,2.9,16.5,0,7.9,4.7
2012/11/8,218,168321,239,832753,252,48010,9.9,11.5,1.6,0,0,4,15.6,0,7.1,5.3
2012/11/9,231,103204,245,731902,236,51150,10.3,8.5,3.8,0,0,5.4,16.5,0,3.5,6.1
2012/11/10,229,122309,209,899626,252,74537,8.8,2.5,0.4,0,0,2.6,15.7,0,9.7,7.3
2012/11/11,,,,,,,8.9,0,5.8,0,0,4.3,13.2,14,0.2,3.8
2012/11/12,233,156675,240,979114,292,35920,11.5,4.5,0.1,0,0,4.7,15.3,3,2.9,4.5
2012/11/13,255,101512,248,639403,233,77083,8.8,20.5,0,0,0,2.5,14.9,0,3.5,4.8
2012/11/14,,,,,,,6.4,3,3.5,0,0,5.2,13.6,0,8.4,7.4
2012/11/15,240,212917,242,1027476,254,80853,5.9,0.5,3.8,0,0,3.4,11.7,0,8.6,5.9
2012/11/16,249,101248,233,864881,228,33235,7.2,4,5.5,0,0,4.2,13.3,0,9.6,5.8
2012/11/17,244,111747,245,867194,262,63002,9,15,0,0,0,3.5,13.7,60.5,0,6.9
2012/11/18,,,,,,,3.9,4,0.6,0,0,6.5,12.7,0,9.5,7.7
2012/11/19,254,126839,232,1022832,263,40375,2.9,0,0.3,0,0,2.6,8.6,0,0.4,4.3
2012/11/20,256,112140,235,756215,258,25660,3.1,12.5,0.5,0,0,4.7,11.8,0,9.2,5
2012/11/21,243,75708,226,383888,243,21631,0.7,3,2,3,4,5.2,11.4,0,9.2,7.1
2012/11/22,229,117857,241,1054937,293,32800,3,5.5,0.3,0,0,2.5,10.9,0,3,3.6
2012/11/23,,,,,,,3.4,3.5,0.3,0,0,5.2,10.3,5,0,3.6
2012/11/24,265,148569,238,1379146,240,53981,1.3,0,0.3,0,0,3.5,10.5,0.5,3.9,3.9
2012/11/25,,,,,,,4.2,0,7.4,0,0,5,9.4,0,8.8,4.5
2012/11/26,278,145665,242,1142319,315,10171,7.1,16,0,0,0,6.5,8.8,26,0,5
2012/11/27,277,115177,245,784439,258,46895,0.7,7.5,1.6,2,2,8.2,11,0,9.1,8
2012/11/28,,,,,,,3,2,6,0,0,4.6,7.2,0.5,0.3,3.8
2012/11/29,276,174309,248,1337796,272,75772,3.3,16,4.4,0,0,5.6,10.1,3.5,5.9,3.5
2012/11/30,258,147366,221,1041261,324,19287,-0.4,1.5,1.5,0,0,2.6,10.5,0,0.3,5
2012/12/1,286,116961,242,1004253,354,10635,-1.6,0.5,1.3,0,0,5.1,7.3,0,2.5,7.2
2012/12/2,,,,,,,-0.8,0,0.7,0,0,5.9,5.6,2.5,4.4,5.5
2012/12/3,262,119475,246,1421031,293,12215,1.3,0,3.8,0,0,2.4,6.7,1,0,5.7
2012/12/4,272,117179,257,878083,343,6847,6.5,4,0,0,0,4.9,9.9,1.5,0.3,6.1
2012/12/5,272,102652,222,488378,319,7177,-0.9,12.5,0,14,15,4.8,9.8,0,7.6,6.5
2012/12/6,278,146530,250,1242364,324,5440,-0.1,19.5,0.2,19,17,10.4,11.9,0,8.6,8.8
2012/12/7,278,121004,250,1068545,288,19925,-2.9,11.5,0,29,13,4.1,8.4,0,8.5,5.1
2012/12/8,285,118484,244,1027070,283,12355,-1.7,9,1,29,6,6.6,9.3,0,8.8,7.7
2012/12/9,,,,,,,-2.8,1,5,27,3,5,6.6,0,8.5,7.4
2012/12/10,286,133614,245,1332798,363,27528,0,0.5,2.6,23,3,3.1,5.4,0,8.2,7.1
2012/12/11,267,110149,251,985074,325,12701,-0.4,30,0,51,33,3.2,6.7,0,8.7,3.4
2012/12/12,,,,,,,-1.5,0.5,5.9,46,1,4.3,7.2,0,8.2,4.8
2012/12/13,282,167531,256,1364539,310,15290,-1.9,0.5,0.1,36,5,2.2,7.1,0,9,7.5
2012/12/14,280,108365,248,995456,286,33681,0.9,9,0,31,0,3,7.3,0,7.4,3.8
2012/12/15,279,142375,246,1066391,303,21599,0.5,4,0,27,3,2.3,7.2,2,0,2.9
2012/12/16,,,,,,,3,1,2.3,24,1,5.5,12,0.5,8.9,7.5
2012/12/17,279,170081,261,1324105,330,15578,1,0.5,3.2,20,0,3.4,7.9,1.5,0,5.4
2012/12/18,288,95393,255,1202406,297,15950,-0.3,5.5,2.3,19,1,5.6,10.4,0,5.4,7
2012/12/19,277,122147,264,928166,291,12159,-4.7,7.5,0.1,33,18,5.7,6.1,0,6.4,8.3
2012/12/20,257,127703,267,1458287,308,7023,-2.7,5,0,37,14,5.9,6.6,0,7.7,5.4
2012/12/21,310,126298,264,1312071,303,11015,-1,1.5,2.8,40,3,3.7,6.8,0,3.9,4.5
2012/12/22,271,158690,255,1369923,242,10308,-0.4,2,2.8,31,1,5.5,6.8,16.5,1.2,5.6
2012/12/23,,,,,,,-3.2,1,2.9,30,12,5.2,7.1,0,0.6,7.4
2012/12/24,281,179900,271,2015256,349,8641,-4.6,0.5,7.8,30,2,2.8,5.1,0,8.6,6.4
2012/12/25,272,137009,266,1928272,326,4160,-3.6,10,0,47,20,7,4.5,0,9,3.1
2012/12/26,294,185333,264,1712447,308,18167,-7.5,18,0,64,22,6.6,4.4,0,8.9,7.6
2012/12/27,287,108610,264,1865425,284,32057,-4.5,7.5,0,68,14,7.5,3.9,0,8.8,6.8
2012/12/28,286,183405,266,1909059,315,23322,-2.4,0,4,65,0,3,4.2,2.5,0,4.1
2012/12/29,252,152899,242,1377786,403,1725,-3.6,0,5.9,54,0,2.5,7.5,1,6.3,5.4
2012/12/30,,,,,,,1.2,3,0,50,0,4.3,7.2,40,0,4.7
2012/12/31,,,,,,,-2,6.5,0.1,48,10,7.3,8.8,0,0.5,5.9
2013/1/1,,,,,,,-4.1,1,0,48,6,4.6,6.5,0,8.9,4
2013/1/2,,,,,,,-2.7,6.5,2.3,53,11,8.1,10,0,8.8,8.8
2013/1/3,,,,,,,-6.2,9.5,1.8,63,16,7.3,5.6,0,6.1,7.5
2013/1/4,,,,,,,-6.6,3.5,2.4,66,8,7.2,3.2,0,9,9.4
2013/1/5,282,178684,257,660121,294,100,-2.6,0,3.5,61,3,3.3,2.8,0,0.9,5
2013/1/6,,,,,,,-2.9,4,0.1,62,9,4,4.7,0,5.3,4.9
2013/1/7,283,155941,245,646821,228,935,-3.5,0.5,3.3,62,4,4.4,5.5,0,4.4,3.5
2013/1/8,244,147652,238,500675,272,19245,-4.2,1.5,2,61,5,3.9,6.6,0,7.6,4.1
2013/1/9,,,,,,,-5.3,0,0.5,57,2,3.1,6.7,0,6,3.7
2013/1/10,265,221624,230,915333,270,3738,-6,6.5,0.5,68,15,4.8,5.5,0,7.3,5.7
2013/1/11,253,178177,222,552010,276,505,-4.5,1.5,0.4,69,4,5.4,5.1,0,9,7
2013/1/12,272,198127,218,897046,246,4665,-2,7,0,72,11,2.1,4.6,0,6.2,4.1
2013/1/13,,,,,,,-1.1,0.5,0.3,71,1,5.1,7.6,0,8.4,4.3
2013/1/14,,,,,,,-3.2,0,0,63,2,2.9,3.5,64,0,9
2013/1/15,270,158386,225,983635,264,12605,-4.2,9.5,0.3,77,17,4.6,4.4,0,8.1,7.2
2013/1/16,263,243784,207,786675,305,470,-3.3,1,1,75,5,2.8,3.6,0,2.8,4.5
2013/1/17,254,183665,212,535015,246,5025,-4.8,17.5,0,101,31,3,4.3,0,7.8,5.6
2013/1/18,282,202568,211,711415,238,515,-5.8,10,0.1,104,9,5.5,3.3,0,9.3,8.2
2013/1/19,265,191008,218,825843,288,1960,-1.3,3.5,1.3,105,6,4.6,5.2,0,9.3,4.3
2013/1/20,,,,,,,0,1,1.7,93,3,6,6.1,0,9,9
2013/1/21,230,350028,203,926837,236,485,0.3,0,6.3,84,0,3.3,6.5,0,6.8,5.1
2013/1/22,265,201770,214,707312,239,1185,-1.9,2.5,0,83,4,3.6,6.2,3,2.6,5
2013/1/23,,,,,,,-2.7,0,7,83,0,2.9,6.5,0.5,4.1,5.4
2013/1/24,236,413681,196,491611,216,952,-1.4,2.5,4.2,81,1,7.1,6,2.5,4.7,4.4
2013/1/25,241,206005,200,625124,271,3085,-3.2,9.5,0,86,12,7.6,6.8,0,6.4,6.6
2013/1/26,264,202427,214,613383,236,1160,-5.7,6,1.3,90,8,6.3,3.8,0,7.6,6.6
2013/1/27,,,,,,,-1.9,3.5,0,87,4,4.7,4.8,0,9.6,6.5
2013/1/28,259,233009,246,613692,249,1440,-1.8,2.5,4.9,90,10,4.1,5.4,0,8.1,8.5
2013/1/29,262,201583,212,542602,483,260,-1.4,4,5.2,95,9,5.5,7.1,0,9.5,6.3
2013/1/30,,,,,,,-0.7,11,1.7,101,13,4.9,8.1,0,9.6,7.4
2013/1/31,257,294564,213,599136,278,1660,0.6,3.5,1.1,97,2,2.5,5.8,0,9.3,3.7
2013/2/1,249,263604,218,560318,320,285,2.1,0,8,90,0,2.6,7.9,0,6.4,6
2013/2/2,257,196107,219,484417,355,65,3.6,0,2,86,0,7.2,15.6,0,4.2,7.2
2013/2/3,,,,,,,-2.5,1.5,1.4,78,7,6.7,9.9,0,9.6,7
2013/2/4,254,322481,219,569578,252,155,0.5,6.5,4.5,75,5,6.5,10.1,0,5.2,5.9
2013/2/5,245,280663,231,366504,219,10420,-2.9,1.5,0.3,79,7,5.1,9.5,0,5.6,7.8
2013/2/6,,,,,,,-2.1,0,0.7,75,0,2.2,3.4,16,0,6.4
2013/2/7,246,340857,220,578740,207,6490,-2.3,8,0.3,83,10,6.5,7.1,0,6.6,4
2013/2/8,249,247955,225,612315,212,8680,-2.9,17.5,0.2,90,10,9.4,4.7,0,4.4,10.2
2013/2/9,250,285997,227,505679,196,4450,-4.7,1,4.4,92,3,4.2,4.4,0,8.9,7.6
2013/2/10,,,,,,,-3,0,4.6,89,4,3.8,5.4,0,9.8,4.1
2013/2/11,,,,,,,-4,17,0.6,107,23,5.2,5,0,9.2,7.2
2013/2/12,248,341160,231,516606,209,3360,-2.6,0.5,5.4,105,3,3.7,4.1,0,0.9,6.1
2013/2/13,250,213848,192,179765,462,100,-1.3,1,0.5,98,2,2.8,6.7,8.5,9.9,10.4
2013/2/14,241,263480,226,496680,442,305,0.1,2.5,7.3,93,6,4.5,7.3,0,2.6,3.3
2013/2/15,244,197089,242,407181,257,560,-1.2,5.5,0,105,18,4.3,5.4,3,0,5
2013/2/16,244,234004,235,448290,194,700,-4.7,22.5,0.6,128,29,5.5,3.1,0,10,12.6
2013/2/17,,,,,,,-4.2,4.5,4.2,126,3,5.1,4.1,0,7.7,7.8
2013/2/18,248,352708,230,532939,128,395,-0.7,0.5,0.1,114,1,3.7,5.2,0,0,4.2
2013/2/19,244,225144,238,342375,,,-2.3,8,0.9,115,14,5.3,5.5,0.5,0,8.4
2013/2/20,,,,,,,-6,18,0.4,132,24,7.6,4.4,0,7,8
2013/2/21,232,360559,223,474466,,,-5.8,12.5,1,139,13,5.7,4.5,0,7.2,6.2
2013/2/22,242,199886,239,448083,,,-3.4,3,4.7,136,5,6.5,5.5,0,8.2,5
2013/2/23,246,221812,234,449224,,,-4.3,9,1,139,14,4.6,6.2,0,9.3,6.7
2013/2/24,,,,,,,-5.9,18.5,0.2,148,15,11.3,3.6,0,10.6,9.7
2013/2/25,247,288245,234,392357,,,-5.1,10,2.8,153,13,5.1,3,0,10.7,7.5
2013/2/26,242,263931,219,345567,315,50,-3,0.5,6.4,151,1,5.2,5.5,0,10.2,6.1
2013/2/27,,,,,,,-1.4,0,7.6,138,0,2.9,5.5,2,0.3,4.5
2013/2/28,238,356804,219,354350,246,660,2.6,0,8.7,135,0,6,9.9,0,9.2,5.5
2013/3/1,233,214061,234,197551,,,1.7,1,0,127,2,6.7,13.6,16.5,1.3,9.4
2013/3/2,241,230173,221,217729,105,600,-0.7,12,0.2,127,11,9.1,8.7,0,9.5,10.4
2013/3/3,,,,,,,-1,1,1.2,131,6,5.3,6.8,0,4.3,6.9
2013/3/4,239,307484,224,278531,,,-0.6,0,8.8,124,3,4.2,6.4,0.5,2,4.9
2013/3/5,228,258594,231,198122,162,160,-0.5,3.5,2.8,129,8,5.9,8.4,0,10.8,5.1
2013/3/6,,,,,,,3.4,2,4.9,121,0,8.1,11,0,10.2,3.8
2013/3/7,243,370396,228,184341,,,3.8,2.5,0.6,113,0,7.5,13.5,0,6.5,7.1
2013/3/8,247,245651,235,192087,210,100,5.4,5.5,1.7,107,0,7.5,17.7,0,8.3,8.5
2013/3/9,241,222589,239,176671,210,160,-2.4,2.5,0.5,102,4,7,16.7,0,10.6,5.5
2013/3/10,,,,,,,-1.2,6,0.3,104,13,9.9,13.6,0,5.4,11.5
2013/3/11,242,319716,222,140185,159,430,-3.7,0.5,5.8,103,0,7.1,7.9,0,11.3,9.2
2013/3/12,237,270452,224,140405,,,1.9,0,9.5,98,2,6.9,10.7,0,11,6
2013/3/13,,,,,,,2.7,24.5,0,93,0,5.3,17.2,4.5,9.1,14.5
2013/3/14,238,373147,246,134852,203,240,-0.9,0,6.2,90,0,6.8,8.3,7.5,2.3,8.5
2013/3/15,237,199464,252,131142,176,640,1.8,0,10.3,89,0,6,9.2,0,10.3,5.8
2013/3/16,232,273910,211,156622,185,490,2.3,2.5,0.9,85,1,7.4,12.5,0,10.5,7.9
2013/3/17,,,,,,,2.2,0,9.9,82,0,4.9,12.9,0,10.1,9.5
2013/3/18,252,306324,223,119763,190,160,5.7,11,0,77,0,4.7,18.3,0.5,3.1,12.7
2013/3/19,245,237823,220,99339,,,4.6,1.5,5.1,73,0,4.6,19.7,1.5,10.5,10.3
